Image Path,Classification
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0195.JPG,Night
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0196-2.JPG,Night
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0198.JPG,Night
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0220.JPG,Night
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0221.JPG,Night
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0222.JPG,Night
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0223.JPG,Night
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0224.JPG,Night
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0226.JPG,Night
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0228.JPG,Night
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0229.JPG,Night
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0248.JPG,Night
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0250.JPG,Night
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0251.JPG,Night
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0252.JPG,Night
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0253.JPG,Night
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0254.JPG,Night
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0255.JPG,Night
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0256.JPG,Night
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0257.JPG,Night
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0335.JPG,Day
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0336.JPG,Day
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0370.JPG,Night
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0371.JPG,Night
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0372.JPG,Night
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0374.JPG,Night
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0375.JPG,Night
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0397.JPG,Day
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0398.JPG,Day
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0399.JPG,Day
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0451.JPG,Night
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0453.JPG,Night
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0454.JPG,Night
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0455.JPG,Night
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0456.JPG,Night
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0499.JPG,Night
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0500.JPG,Night
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0501.JPG,Night
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0694.JPG,Day
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0695.JPG,Day
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT0696.JPG,Day
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT1468.JPG,Day
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT1469.JPG,Day
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_PICT1470.JPG,Day
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_SUNP0752.JPG,Day
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_SUNP1520.JPG,Day
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_SUNP1611.JPG,Day
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_SUNP1613.JPG,Day
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_SUNP1614.JPG,Day
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_SUNP1616.JPG,Day
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_SUNP1859.JPG,Day
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_SUNP2008.JPG,Day
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_SUNP2009.JPG,Day
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_SUNP2010.JPG,Day
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_SUNP3109.JPG,Day
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_SUNP3111.JPG,Day
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_SUNP3112.JPG,Day
balanced_dataset_split\train\acinonyx jubatus\acinonyx jubatus_SUNP3113.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110101-PICT0085.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110103-PICT0455.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110104-PICT0664.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110104-PICT0665.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110104-PICT0666.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110106-PICT0861.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110107-PICT1234.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110107-PICT1236.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110109-PICT1390.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110117-PICT2524.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110117-PICT2652.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110119-PICT2804.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110120-PICT3012.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110120-PICT3025.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110120-PICT3027.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110120-PICT3036.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110121-PICT3123.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110123-PICT3205.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110123-PICT3209.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110125-PICT3321.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110125-PICT3382.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110126-PICT3470.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110127-PICT3536.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110127-PICT3617.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110127-PICT3620.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110128-PICT3673.JPG,Night
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110128-PICT3678.JPG,Night
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110128-PICT3681.JPG,Night
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110128-PICT3686.JPG,Night
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110128-PICT3771.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110129-PICT3903.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110129-PICT3918.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110129-PICT3922.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110129-PICT3923.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110129-PICT3924.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110129-PICT3925.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110129-PICT3945.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110130-PICT3959.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110130-PICT3960.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110130-PICT4070.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110130-PICT4097.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110130-PICT4098.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110130-PICT4115.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110130-PICT4152.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110131-PICT4167.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110131-PICT4172.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110131-PICT4173.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110131-PICT4191.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110201-PICT4348.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110201-PICT4361.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110201-PICT4458.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110201-PICT4472.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110201-PICT4476.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110203-PICT4688.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110203-PICT4692.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110203-PICT4693.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110203-PICT4694.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110203-PICT4696.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110203-PICT4698.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110203-PICT4700.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110203-PICT4701.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110203-PICT4716.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110203-PICT4726.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110203-PICT4729.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110203-PICT4730.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110203-PICT4731.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110203-PICT4734.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110203-PICT4768.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110204-PICT4811.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110204-PICT4832.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110204-PICT4837.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110206-PICT5099.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110208-PICT5171.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110210-PICT5638.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110210-PICT5639.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110210-PICT5660.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110210-PICT5683.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110210-PICT5684.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110210-PICT5716.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110210-PICT5722.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110211-PICT5809.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110211-PICT5813.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110212-PICT5873.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110214-PICT6173.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110214-PICT6176.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110214-PICT6184.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110214-PICT6209.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110215-PICT6312.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110218-PICT6383.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110218-PICT6384.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110220-PICT6487.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110220-PICT6488.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110220-PICT6493.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110220-PICT6517.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110220-PICT6525.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110224-PICT6620.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110224-PICT6621.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110305-PICT6879.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110306-PICT6958.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110308-PICT6984.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110308-PICT6985.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20110308-PICT6986.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20131120-PICT0372.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140104-PICT0007.JPG,Night
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140107-PICT0062.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140117-PICT0259.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140118-PICT0271.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140123-PICT4197.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140124-PICT0375.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140127-PICT0391.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140128-PICT0394.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140210-PICT0034.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140316-PICT1991.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140319-PICT3409.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140326-PICT0032.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140408-PICT8723.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140408-PICT8724.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140408-PICT8734.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140410-PICT9497.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140410-PICT9528.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140410-PICT9642.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140411-PICT0075.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140411-PICT0161.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140411-PICT0168.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140411-PICT0188.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140411-PICT0194.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140411-PICT0231.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140417-PICT0247.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140417-PICT0249.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140510-PICT0343.JPG,Night
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140516-PICT0379.JPG,Night
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140527-PICT0157.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140529-PICT0406.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140611-PICT0440.JPG,Night
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140727-PICT0625.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140807-PICT0264.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140807-PICT0294.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140807-PICT0296.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140807-PICT0299.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140808-PICT0575.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140809-PICT1233.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140809-PICT1421.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140809-PICT1446.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140809-PICT1554.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140810-PICT0700.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140811-PICT3001.JPG,Day
balanced_dataset_split\train\antidorcas marsupialis\antidorcas marsupialis_20140813-PICT0122.JPG,Night
